customer_id,customer_name,segment,region
423,Customer_423,Consumer,South
424,Customer_424,Consumer,South
425,Customer_425,Consumer,East
426,Customer_426,Home Office,East
427,Customer_427,Corporate,East
428,Customer_428,Consumer,South
429,Customer_429,Corporate,West
430,Customer_430,Home Office,West
431,Customer_431,Home Office,South
432,Customer_432,Home Office,South
433,Customer_433,Consumer,South
434,Customer_434,Corporate,South
435,Customer_435,Corporate,South
436,Customer_436,Corporate,South
437,Customer_437,Home Office,East
438,Customer_438,Consumer,East
439,Customer_439,Home Office,East
440,Customer_440,Home Office,East
441,Customer_441,Corporate,South
442,Customer_442,Home Office,West
443,Customer_443,Corporate,North
444,Customer_444,Consumer,South
445,Customer_445,Corporate,North
446,Customer_446,Consumer,West
447,Customer_447,Corporate,East
448,Customer_448,Home Office,West
449,Customer_449,Home Office,South
450,Customer_450,Consumer,East
451,Customer_451,Consumer,South
452,Customer_452,Consumer,East
453,Customer_453,Corporate,North
454,Customer_454,Corporate,North
455,Customer_455,Consumer,North
456,Customer_456,Home Office,West
457,Customer_457,Corporate,South
458,Customer_458,Corporate,West
459,Customer_459,Corporate,North
460,Customer_460,Consumer,South
461,Customer_461,Consumer,North
462,Customer_462,Consumer,West
463,Customer_463,Consumer,West
464,Customer_464,Consumer,West
465,Customer_465,Home Office,North
466,Customer_466,Home Office,South
467,Customer_467,Consumer,South
468,Customer_468,Corporate,North
469,Customer_469,Consumer,South
470,Customer_470,Home Office,North
471,Customer_471,Home Office,South
472,Customer_472,Corporate,East
473,Customer_473,Home Office,East
474,Customer_474,Consumer,West
475,Customer_475,Corporate,East
476,Customer_476,Consumer,East
477,Customer_477,Consumer,East
478,Customer_478,Corporate,North
479,Customer_479,Consumer,East
480,Customer_480,Home Office,East
481,Customer_481,Consumer,West
482,Customer_482,Corporate,East
483,Customer_483,Corporate,East
484,Customer_484,Corporate,South
485,Customer_485,Consumer,West
486,Customer_486,Corporate,West
487,Customer_487,Corporate,West
488,Customer_488,Consumer,West
489,Customer_489,Home Office,West
490,Customer_490,Consumer,West
491,Customer_491,Corporate,North
492,Customer_492,Corporate,East
493,Customer_493,Consumer,West
494,Customer_494,Home Office,East
495,Customer_495,Corporate,East
496,Customer_496,Corporate,North
497,Customer_497,Corporate,West
498,Customer_498,Consumer,South
499,Customer_499,Corporate,North
500,Customer_500,Home Office,South
